"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3566.03456540498","3626.74120665346","3783.80257081776","3894.94097747918","4048.02220952854","4234.71346852449","4434.46491059753","4661.07981865506","4868.72046585482","5121.00256928862","5451.51566992118","5650.05196237607","5752.69708070468","5928.07945344715","6207.12492160943","6554.12885095179","7079.02808456919","7640.57228597204","8190.70913161","8465.02052412662","8837.76450033703","8988.10781880653","10342.4317112754","10511.3931678495","10256.4367553616","10903.3368231185","10665.6676499685","11124.7351098149","12329.2446781436","13363.732696323","15231.865417764","15579.0160861551","17526.8017030166","18524.8392997937","19094.1449444111","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17001.7796226209","17891.5898287617","18398.755825519","18617.1911595224","19430.044253638","20275.9865665917","20904.5330192578","21743.94991178","22772.5448914204","23668.0131902669","25153.5982591995","26342.237400999","27381.0991696287","27846.077319118","28944.09931086","29976.261781931","32445.8278138244","34344.0166025244","35635.615177757","34778.5760224141","35728.5999148464","37425.4911917763","37768.4278187025","39041.982029586","40095.1497346369","41210.9174110231","43704.8506703575","45803.086939268","47721.5392432291","51240.6984179571","49691.2942669152","54187.8852814181","60990.0364610388","64036.3243961557","66097.0207220176","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020.56883876091","1148.7620087525","1379.24547090989","1368.77876285653","1449.05483276575","1573.12545471899","1598.00219470142","1597.12992240195","1557.87580231581","1683.68441866109","1701.69523684878","1620.85093040039","1620.76402912482","1674.07005453978","1682.23894199347","1727.09344172581","1546.92747535768","1576.74284599077","1599.19106106457","1742.32363018235","","","","","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13675.6055336815","14461.2007315581","14855.2574563932","14972.676286411","15582.4470419042","16275.8548504628","16971.2538144573","17903.398842181","19082.8420038702","19938.1786773173","21582.2067955558","22952.3641099695","24377.8417076394","25057.3469945838","26159.7864720491","27629.7077024966","30748.7396326091","32536.1882684038","33349.942580613","32218.2880170155","31804.6746571689","32015.5752000401","31869.7839822219","32613.6891811474","33760.9555646369","35228.6333036223","37612.7188681342","39825.2498116292","41015.1565755187","44042.757577336","39327.8479269599","44251.6658222621","51398.9310403407","55682.2402603093","57965.2948138837","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7480.8983405163","7151.00868405318","5871.8426596429","5813.71555099389","5966.58566996016","6479.67745901232","6891.85582622378","7979.78695072575","8451.08223338805","8412.06677647343","9424.5071547444","10308.8990965341","11666.6649638489","13135.0419683127","14538.0273203932","16638.0779749397","19344.2638980902","22200.5486407425","22803.5194742273","20488.94990724","21614.3068307361","24652.3610297918","26242.5282659014","27831.1526234213","29403.6584494815","29712.6299473728","31947.7769107437","34506.6486942506","37120.9879761677","40586.3784378888","40672.1340402132","44251.5374983455","48217.5523106028","48637.1802208795","49968.7108278373","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417.026578466478","383.387227569206","343.361548685785","383.960680176846","390.823946454472","409.294333195293","453.368395575231","460.636391518101","435.801505661095","450.486020074243","473.903313482073","509.119301829784","509.126314077643","492.840755429983","557.825634817804","624.510692425695","692.866907656774","770.261155212815","844.988380018695","899.140901796651","995.653978578747","1098.11515728787","1178.97474553026","1252.86896408004","1484.63145566608","1632.61818006837","1857.54946515224","2004.74755633129","2095.3175782979","2242.44488310464","2406.78938478669","2588.41310215884","2844.92274535753","3060.9050300376","3287.53492158893","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14966.7558064486","15560.2558405006","15972.712691371","16205.2214619048","16957.3470748618","17767.7537454342","18358.264815244","19075.908230625","19970.412101253","20769.054575129","22111.5491828252","23208.6934429094","24225.4313179998","24749.1124254968","25910.573818836","26886.7839559325","29209.4680724829","31125.3615011354","32581.0940879605","31953.2833870017","32998.0893622106","34669.9014097446","35114.5801591309","36292.0767441292","37366.0319968513","38548.9260082937","40899.5656413234","43027.5144476906","45021.8469693059","48583.5788891978","47566.4877983154","51969.9654059153","58483.7060713344","61368.1097230199","63585.4051981695","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2695.78526143744","2748.09159728186","2754.57381120693","2679.41208882237","2530.84836895381","2507.66498948002","2542.15469565324","2658.53546637219","2737.91760437385","2756.34034450439","2915.96097853403","3042.53203991021","3085.18668723256","3036.75850925042","3453.44110417626","3700.40959861754","3975.69094006882","4252.3707794919","4448.71903835027","4416.58396088646","4603.95252768069","4652.68269289038","4869.80733789079","5093.91239922588","5141.21432433117","4942.52579018812","4985.12680271545","5261.51763264735","5415.62986634778","5650.70882540215","5457.88046784717","5760.78191095204","5994.67753109439","6234.09052638352","6394.56591330945","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18148.6227791552","17562.8413872459","17270.9411369567","17457.7676292369","18457.6541464548","19567.7826444216","20067.4533767509","21787.1082900179","23569.9333806125","24761.8165565638","26782.8574259016","27798.0582735421","28596.2606345457","29042.698985165","31195.1243346394","32047.7069315564","34440.3771039162","37842.9164695203","40081.2212482066","37988.4498659536","38946.228265358","40845.9566729849","40739.1131809421","41325.8052072321","41547.0984485393","42257.8593791297","44562.4011072067","47234.8528600939","49248.6775395866","52276.1115723992","53296.5792798852","56790.3766177692","62133.1375219912","63414.9936878177","65378.3841859721","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3881.56481605171","3872.73493959725","4172.16052379291","4334.30729514705","4626.85336677159","4817.86433873296","5109.30105932002","5030.8038555921","5090.05826981754","5551.73633255113","5520.70756345658","5699.04322766172","5913.96875085188","6033.12030343946","6463.42456974016","6651.78559177015","6921.29762810227","6989.72309220269","7153.61914510322","7067.93482064011","7339.47685170287","7671.88103769569","8204.46565475009","8842.15173943746","10516.2597115551","11519.3012187324","11765.5379892236","12585.2777215161","12984.2072700863","12978.0990352704","10716.2914367663","10322.4279638854","12982.2914519919","14644.1773754361","15450.2993265388","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17474.7533591153","18197.5277347283","18800.5408167592","19093.8468896509","19891.7454324805","20701.38123435","21268.4888069079","22190.1666289941","23262.7378060388","24203.8755920062","26007.4432303376","27346.834962018","28350.0985605428","28024.0897244695","28921.2608031323","30431.2367240202","32423.5225068799","34066.2393228249","35053.2627069116","34685.0059249958","35907.5531031574","37510.3759898714","37671.0239268565","39583.3520435045","40218.1258637776","40905.1767750994","42880.2351355431","44469.1458856805","46381.0590629457","51130.4723140578","49481.8044309655","52517.3354905855","57042.9449013772","60838.9416716424","62556.91810454","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41160.1085092854","39330.596445475","39766.5911029215","42133.2151486983","46196.842824186","49780.8416032719","53198.4138538914","53684.3671653463","54318.3039321893","56416.2319500574","58933.1314753804","62223.4430514345","61650.8512256806","68426.7943218898","75265.6585388594","79694.929791758","81908.7781785018","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1675.41465339438","1826.9305977981","1905.40503028699","2064.8330995228","2059.01316809045","2226.06928989402","2181.63311380877","2074.64975549384","2151.5538122462","2200.6438260117","2346.91905346727","2436.46317318124","2483.45825184843","2580.87251667428","2573.97301569908","2728.61800192302","2824.4825395176","2873.02977076321","2877.45097129853","2953.54461702783","3063.03751923564","3239.75928315705","3238.40486117851","3165.65685742796","3129.54694054301","3288.92160669275","3340.44639346428","3461.36460828084","3526.87287847214","3718.79208432919","3683.98981483674","3946.41608109166","4086.9798010394","4233.74492558769","4346.84249671875","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11952.0243620827","12760.1824013242","12311.9638127229","12756.9147783179","13163.5304266032","13750.1072324947","14146.6570728963","14837.42713226","15137.804148017","13628.8627465984","13326.1169521318","13555.6285395224","13369.1233374468","13564.1804141405","13637.6667971195","14028.356207939","13637.2590188998","14391.2465868132","13733.7012862122","13383.5662273185","14014.6905491122","14784.3483551883","14619.7181445113","14497.9921216902","14853.6712460355","14306.4340768252","13997.7352841911","14796.6286374171","15432.0430535353","15949.6373739622","14477.1308291744","18523.5798032193","19992.5570643468","20755.665381766","21510.1725307344","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16505.4176376936","16791.0632044568","17349.0817823144","18336.2218082539","19605.4199882348","20594.6104075749","21946.6006464923","23070.5935983172","23689.2365924637","24493.5013657365","26535.5018554582","27912.5562179151","29089.0536770407","30313.6906668382","32051.1847283895","32726.1331883772","34727.4366712141","35522.0090884345","36744.7913584035","35041.5416305812","36483.5682802621","37224.3787645256","38336.5961844419","39947.5369562562","41266.8197795309","42515.278865824","44085.2025586772","46113.0211677324","47212.2045190522","50064.9605582187","48230.0477027461","51004.4271714238","59021.5721805914","59911.3467663209","62009.4907765366","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5835.58091333477","4726.62231011804","2643.1783620022","1898.37119622324","1764.24469895173","1918.76988598651","2253.09523341327","2615.64621072521","2795.39447706365","2976.85797333062","3161.19582490118","3440.72817931982","3718.68693255545","4239.93841372799","4634.77757594477","5271.95095261655","5980.44390488226","6951.08584266081","7278.66312193993","7119.14279081978","7711.80683889487","8563.83554915647","10059.9820603954","10797.3423273476","11770.6989360253","12269.6528932768","13065.294157468","13718.9378669764","15021.9057577433","16770.1333771469","16791.2598654465","18915.6534005263","22461.3326414547","25071.9677264107","28285.0732802982","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1580.65048833616","1677.60575346033","1738.64019039428","1820.65329619434","1875.26172705512","1946.82217283298","2025.83267073248","2096.76500280929","2166.64663101054","2238.66523268803","2315.17803047482","2397.30067037823","2475.09635357919","2584.47723729151","2729.34450244911","2903.83429043881","3103.22625820374","3241.22081107324","3515.58923520243","3617.23944435035","3855.46891716757","4381.12535523694","4933.65254349093","5214.56935848794","5517.13178763566","5191.37053389659","5011.07931572904","5170.96094857439","5536.49795400218","6002.55044678386","6047.30111673554","6607.50297378321","7208.15798982723","7556.41605453234","8019.99702389611","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","870.744222648833","887.470959996525","907.939406421145","947.058235567764","975.98002294389","1013.63232372878","1048.15823915274","1098.66868512012","1130.0430385777","1163.36009312694","1195.80611453345","1250.97059720231","1315.36669371684","1327.96776541054","1366.03160239235","1422.35088198922","1452.96083164187","1557.58584868863","1613.69884518936","1566.70089247765","1621.69161141242","1705.27110438049","1789.97473033561","1842.00227737409","1873.21413058957","1929.68091332187","2255.32617992615","2687.09504827171","2844.46427670549","3105.82789015443","3331.85663003801","3738.8051255133","4062.36136437922","4333.74617312626","4565.3007888456","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1409.3272189486","1440.43973903083","1462.38688927487","1486.62332140689","1472.5548566366","1472.19762507905","1488.80055397191","1544.21196765822","1571.50459237719","1649.27952578781","1731.3384764555","1822.9796510577","1743.69432511929","1849.78337005418","1978.63262689984","1938.02362742194","1930.81888537674","1985.040252425","2088.27166129033","2177.05344695607","2266.82898238442","2064.253852883","2064.81438121612","2006.74081646788","1933.70329718446","1990.31625750973","2012.67648180251","2038.95429850128","2277.44236224191","2421.72318070615","2530.80414937307","2777.79620978324","3067.31040374628","3289.13283057107","3475.61245701341","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","824.102250619802","876.544183930708","880.0865645361","889.989243397549","909.486584465275","945.246706228473","1052.05187958949","1118.23355977066","860.790008706065","1000.60568713344","1013.97349183331","1063.57228308529","1095.22305833488","1088.74265675319","1105.34322841441","1186.62631354737","1225.91824576792","1259.6056068922","1308.53556699717","1314.97078661955","1369.68917066121","1471.76279879072","1401.84994044148","1415.82511935379","1455.90813665193","1729.94260310123","1824.3730977071","2081.81287227685","2057.96969129146","2247.31303739185","2339.79326967821","2522.76764302521","2788.83773937954","2989.67235980477","3119.37157047437","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","577.395478707944","569.282520987418","756.064109641287","828.163863908102","950.757255783655","1098.25498920183","1793.19296806024","4386.82626162969","5280.39000143916","6469.8387411234","7420.39310111594","11626.7231171673","13254.823622224","14496.1744119688","19354.2120821557","22137.0497795007","23511.39865709","26610.7691219619","30522.7787142774","29722.0005631066","26167.8268525276","27241.6000370603","30011.9274409625","27909.5175876754","27177.271665026","19478.7010123338","16649.4757672359","18434.7708571004","18413.1294204577","16451.3641478324","13677.110587517","16821.4486470413","18139.989326627","17411.500234384","17566.7600284073","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13126.2744827516","13823.9094383428","14129.567617274","14149.5782711785","14667.1010047956","15217.8019629681","15778.4020297225","16630.4781484617","17433.5829767675","17758.0055742801","18819.8544320117","20303.9312433429","21985.2345411071","23252.6111362028","24825.5735347512","25003.8297466933","28076.1241416392","28895.874926558","30440.9709059081","29963.3968875108","27838.73639086","25692.5740851321","24582.9741957507","25730.8809006664","26450.181326726","26607.7256796976","27504.5497984948","28681.6815585005","29792.0592519585","31927.3792151369","29533.087740299","33531.15511226","39612.4406377916","42710.5058010314","44327.2097808276","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4552.95522181704","4732.56296770425","4760.99863893561","4741.9758272631","4889.1471711245","5062.0755370584","5346.72504062929","5673.25524146038","6368.01229390603","6857.18705295078","7305.72456197879","7282.70841986036","7620.673877466","8469.08752658602","8605.82398540487","10016.3479735194","9876.6166955998","10727.6792054748","11000.7523577301","10303.3432602774","10344.3839189192","10591.7475649916","10575.1056268616","11199.4040197944","12228.6481055395","13214.4096644941","13977.5055879135","15041.4525712067","15974.8591933124","16446.1138871871","14361.1267154452","15290.250903138","17543.9815596266","18970.740164653","20177.8094927386","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20472.4556673559","21178.8724402694","20628.5739839402","20092.0955053659","21619.3510848686","22772.5642046708","23502.0727206909","24215.21634684","26340.0521696512","27080.861127791","29616.1597427886","30561.7998286959","30618.0027855733","32516.0413742949","35604.3390646877","38527.0850327204","42039.7937935486","44366.4315156047","48203.123064415","48924.7640849636","50190.8817880429","50653.0585916924","52389.325351824","52893.6503558212","56555.0690671219","55815.6502883612","58908.5907729314","60010.0982907298","61806.8271308174","64264.0564607393","64999.4435683064","69302.0088788237","75720.4298219323","78840.5978395988","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3329.59677072946","3472.76308818094","3626.11530302376","3756.26912805727","3886.33368451408","4055.4386529756","4143.14829389051","4287.43247775736","4437.12460774704","4556.92065212543","4714.96666200848","4821.54598486775","4969.25744944448","5081.38005585657","5263.446549119","5486.27776986281","5833.3869180176","6238.33976946504","6434.50703746094","6376.74106297933","6510.09980949963","6784.44712953621","7258.31667467883","7699.94541247252","8236.65929901849","8934.00261178396","9201.42836046353","9560.17783462724","9946.80252245268","10755.8801029589","10947.3711292197","11825.141273764","13014.0153809826","13745.3631241794","14368.6605681815","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3021.60951472208","3322.03615280097","3651.32451445501","4027.04772347017","4447.10079740591","4752.65240551821","5209.99477155294","5614.71289991481","5572.67440854641","5811.999707641","5859.91791902933","6131.2968302103","6303.90372199923","6392.33315799222","6672.82299438544","6761.1179841322","7345.94028212224","8110.02999896567","8436.51438442543","8824.48960162477","9336.59830212594","10066.0729753598","10626.8256674463","11199.8874744089","11145.0291198724","11408.473901349","11516.3798289577","12243.2225968541","12442.5087185876","13240.9713761155","16819.4228714695","22865.9270968882","39710.9695607531","54729.0365156366","80155.03939277","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16821.6426490212","17405.8660943588","17918.2672415621","18407.9840431462","19199.997407365","20027.3776768403","20875.9890447568","21819.6627526333","22510.3653440959","23489.6723344276","25057.7901938777","25963.0395466298","26895.6282139618","27945.7485208603","29611.7540503546","31229.3509761154","33578.2772244736","35402.8820144664","36727.7436013792","35762.7028855367","37231.2788092503","38979.3878380943","40130.3137266059","41548.5136326383","42607.2014095507","43112.2069845915","44285.4117434756","46223.2330200325","48504.2435298516","50890.4564731205","49883.0437365868","55480.5274960962","61423.0350614697","64488.4960624259","67043.7863052171","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18251.7185788383","19780.1548469616","21312.6006166936","22776.105346348","24117.2620499308","24713.1954269103","25098.1950233633","26610.5664720712","25116.086352046","25861.8167738082","28224.5090219727","28808.8079174675","29609.7666883704","31178.6830095146","34532.2491577194","38079.5726781956","41745.5016249309","45257.6516105824","46830.2384798239","45861.4775210139","49197.6469338098","52277.4664432843","52149.6812694206","53517.419549888","54514.9268059819","56043.042695697","56761.4824132224","59260.9131761938","60900.2752924537","61221.4195400701","58187.4764072535","65884.9376260603","68602.1257900473","71512.3193551161","75195.9865970615","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","540.018768788537","684.014910541603","741.44894815429","838.387398874274","1073.88620798893","1328.73446363105","1617.38460343469","1958.7037455146","2152.23523375187","2372.18211345372","2587.42253930427","2645.25477555617","2714.5663201945","2820.71404423524","3001.29671320439","3203.95918990724","3437.62296344903","3664.0882849454","3806.34706373843","3655.79701383106","3757.5464206245","3900.71136173338","4016.34609101801","4137.3268237781","4460.05742833175","4845.59566521125","5186.15897417161","5620.65455247733","5633.3832384519","5784.93081057111","5384.69831983038","6202.98078812037","6805.49358294554","7178.33906781522","7486.01869616445","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1077.8458119367","1101.02975416748","1085.93929234205","1088.88163087722","1084.62247591049","1132.35676715301","1183.95263695291","1245.33769965964","1271.02559481683","1298.15660291412","1332.576055614","1377.29679068979","1413.98010987038","1461.15287504923","1542.63917263365","1633.35145118714","1731.04997949925","1825.6845174818","1912.0168409815","1936.58194897343","2025.11690175445","2099.8952875053","2107.54135555838","2201.32387247335","2350.00965045835","2407.82253135236","2502.77278365873","2589.60012586334","2694.07640998235","2819.51203606082","2816.02947421959","3035.06077004993","3310.58112579977","3449.70857928077","3611.76258813976","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9525.98514257985","7917.7142186474","7326.46595282216","6861.24403431295","7336.9026869572","8051.7884214595","8805.63673873266","9535.79108583631","9889.58932942162","9942.60843015517","10674.5257032509","11652.9401300524","12774.6276276714","13691.5569233489","14686.110676691","15450.8118988907","17628.7006021513","19567.5566152741","21017.9485954363","20358.3147167823","20139.2955371548","21190.7130553097","21618.825625842","22429.8502256715","22706.1799469484","23749.636747943","25802.6823323622","27887.7588440919","29789.1305400916","33063.9101734438","31594.0111922141","36930.2841941405","42125.0726930931","47759.6982995339","49550.7921506017","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2202.2277471919","2272.76227185922","2157.59713304947","2048.24345327582","1806.82303582261","1989.01647380882","2069.61454132124","2121.84940075252","2152.00366307537","2200.58953485606","2228.50133637731","2229.84396723075","2247.97896614654","2330.91873933383","2322.19786798691","2427.44808551393","2503.65932681978","2647.4953861343","2724.45922826633","2855.15971385494","2694.91104137315","2858.19645979435","2830.19080559709","3042.4970687871","3075.73843837062","3025.83461728258","3253.47178641614","3339.38884653446","3196.97386370614","3236.97492504607","3103.18066312462","3145.00681057269","3275.40718126345","3291.73817887066","3193.67136419915","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9169.12684065445","8352.41137095729","8284.22702640089","8441.35306660172","8887.84236113025","9222.18538242597","9387.57595434635","9846.43441638411","10415.2905886577","10892.4856104468","11871.6712053699","13222.7298612624","14532.3075182088","15459.9630651172","16250.6523854316","17091.2761318193","18361.9963871537","19089.2936988152","20708.7615120316","20691.4485224486","21690.9866477738","22992.2184657584","23205.310668404","24591.6380503055","25796.2100959256","26937.7320818864","28178.9450366919","29728.0121568801","32258.2577892511","35627.2315520858","35583.5855675637","38887.1909527154","44365.9108128343","46592.3856070073","48552.4708092529","",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2986.10274041736","3097.08121505333","3181.66544348887","3298.91237941083","3424.96895382466","3597.27610883304","3807.8313572296","4014.60176248994","4049.46058187094","4208.01413618746","4503.88100939281","4723.54257603384","4955.41372918465","5291.00664742743","5797.01041028498","6346.35441122037","7085.42796763813","7836.115509724","8453.81071014015","8686.83404572236","9370.8236108729","10087.6647469183","10711.6274942837","11221.906592292","11574.8629012142","11696.7014050383","12150.5171600068","12816.6612232485","13717.0427142915","14534.9262432671","14582.3073504821","16457.4028746827","18299.61832655","19833.3049201231","21125.5295962749","",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2674.69197217053","2769.22092126889","2839.17315540755","2930.66263207366","3028.30919573359","3170.13593789066","3345.21241049585","3513.94470528678","3543.90401084934","3671.36564978314","3912.59289456275","4094.1297235616","4287.86305770084","4561.63419832622","4978.66222457708","5429.30242377618","6024.3059209872","6623.96694626039","7111.38949443687","7297.56737816755","7835.82247261103","8393.47134707479","8874.52148895672","9286.74986026974","9585.13465381562","9682.38025122366","10027.0010010095","10550.9378213364","11229.9611036069","11860.4025413635","11867.4047044233","13279.4102920713","14703.1017925182","15834.6785727655","16789.1368628921","",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1450.33945014344","1492.18418255273","1519.64509081546","1528.35213339706","1535.16254654891","1581.27827827673","1645.06910123607","1695.36141309232","1729.81059524298","1767.9316330858","1839.6751466123","1914.73420633453","2006.47345670729","2101.06912999404","2252.49125475365","2412.95651797973","2579.31032204161","2742.50730058492","2870.27024901777","2966.3628219215","3112.43442656752","3245.47938209533","3356.23243740909","3530.45152345395","3728.3872961511","3818.71098310167","3917.10147164516","4111.12734168174","4252.99729813069","4462.59238622799","4471.41030039108","4760.4421186649","5219.70345539381","5459.15149707535","5710.14462861054","",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2334.08176698672","2389.17520121489","2450.95509034258","2433.66255987048","2441.31361113245","2483.59201550514","2577.49039971748","2615.04144838826","2647.76985205011","2671.85803674352","2761.48225717204","2863.09526350627","3024.84897524291","3152.68431311383","3396.35606373847","3625.84097840182","3856.69923819362","4068.72658821366","4211.12326756159","4372.86557732255","4561.67459795496","4735.68182365158","4882.99438954339","5114.30069041268","5374.46541705095","5466.86233756788","5487.19711416762","5794.37026076309","5808.87282952887","6061.37099108251","6011.88481903651","6358.44134848704","6994.2427729342","7301.41287406728","7631.62285195617","",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3043.94197509412","3305.36393308693","3538.4843126036","3792.59465726279","4095.99846606786","4451.00021287614","4807.0926728128","5037.22152387708","4355.77997397004","4385.93971371397","4639.03942639464","4848.55580110852","5076.16438159536","5352.50750391531","5700.04949535761","6134.1667301082","6583.35112358046","7096.38768916734","7569.25304691272","7868.14818333554","8353.45684733249","8936.99215549454","9530.29071136718","9866.01699250847","10064.677127417","10027.5372996025","10262.5951651871","10687.6409218443","11372.0971987612","11986.4701508376","11729.3674458448","12757.0746440204","14284.929293133","15415.7079259527","16448.2755179559","",
